PERMIT NUMBER,PERMIT TYPE,PERMIT STATUS,PERMIT SUB-TYPE,WORK DESCRIPTION,PERMIT ISSUE DATE,ESTIMATED VALUE OF WORK,STATE VALUATION,CONTRACTOR,LOCATION,COUNT
W 15-022530-WAV,"Warm Air, Ventilation & General Sheet ",Inspected,Warm Air & Ventilation,Commercial Replace,"FRIDAY, APRIL 03, 2015",$105000.00,,ROBERT SKEIE COMMERCIAL PLBG & HTG INC,"255 6TH ST E - Lowertown Business Center/Ramp
Saint Paul, MN
(44.95026, -93.087347)",1
W 15-023151-GSM,"Warm Air, Ventilation & General Sheet ",Inspected,General Sheet Metal,Commercial New,"FRIDAY, APRIL 03, 2015",$400.00,,VAYLOV SERGEY SERVEY PLUMBING INC,"356 MISSISSIPPI RIVER BLVD S
Saint Paul, MN
(44.930797, -93.197743)",1
W 15-023407-WRM,"Warm Air, Ventilation & General Sheet ",Inspected,Warm Air Only,Residential Replace,"FRIDAY, APRIL 03, 2015",$3745.00,,DAVID SMITH ST PAUL PLBG & HTG CO,"682 HOYT AVE E
Saint Paul, MN
(44.988304, -93.071958)",1
B 15-025449-RPR,Building Permit,Active/Issued,Single Family Dwelling,Repair,"FRIDAY, APRIL 10, 2015",$18233.00,$18233.00,Nou Thao,"755 JESSAMINE AVE E
Saint Paul, MN
(44.974772, -93.068544)",1
B 15-025511-RPR,Building Permit,Active/Issued,Single Family Dwelling,Repair,"FRIDAY, APRIL 10, 2015",$22678.00,$22678.00,KAUFMAN SHEET METAL & ROOFING INC,"670 LINCOLN AVE
Saint Paul, MN
(44.938847, -93.128279)",1
B 15-025516-EXP,Building Permit,Active/Issued,Single Family Dwelling,Express Repair,"FRIDAY, APRIL 10, 2015",,$4725.00,WINDOW CONCEPTS OF MINNESOTA INC,"661 DELAWARE AVE
Saint Paul, MN
(44.925994, -93.105904)",1
B 15-025524-EXP,Building Permit,Active/Issued,Single Family Dwelling,Express Repair,"FRIDAY, APRIL 10, 2015",,$7435.00,WINDOW CONCEPTS OF MINNESOTA INC,"1069 VAN BUREN AVE
Saint Paul, MN
(44.962099, -93.145358)",1
B 15-025532-EXP,Building Permit,Active/Issued,Single Family Dwelling,Express Repair,"FRIDAY, APRIL 10, 2015",,$5885.00,SCOTT CONSTRUCTION OF MINNESOTA,"389 PASCAL ST S
Saint Paul, MN
(44.929722, -93.161931)",1
B 15-021514-ADD,Building Permit,Inspected,Single Family Dwelling,Addition,"FRIDAY, APRIL 10, 2015",$25000.00,$25000.00,BAILEYWOOD LLC,"1283 OSCEOLA AVE
Saint Paul, MN
(44.93576, -93.154469)",1
B 15-023704-RPR,Building Permit,Inspected,Residential (Multi-Fam),Repair,"FRIDAY, APRIL 10, 2015",$1165440.00,$1165440.00,JOHN WYNKOOP / HENRI GERMAIN CENTRAL ROOFING COMPANY,"400 SPRING ST - UPPER LANDING BLOCK 6
Saint Paul, MN
",1
B 15-024695-RPR,Building Permit,Inspected,Residential (Multi-Fam),Repair,"FRIDAY, APRIL 10, 2015",$240760.00,$240760.00,JOHN WYNKOOP / HENRI GERMAIN CENTRAL ROOFING COMPANY,"86 WILKIN ST
Saint Paul, MN
(44.939182, -93.106014)",1
B 15-025330-REM,Building Permit,Inspected,Single Family Dwelling,Remodel,"FRIDAY, APRIL 10, 2015",$15000.00,$15000.00,P & N CONTRACTING LLP,"2080 GRAND AVE - Grand Ave Res - St Thomas
Saint Paul, MN
",1
B 15-025348-REM,Building Permit,Inspected,Single Family Dwelling,Remodel,"FRIDAY, APRIL 10, 2015",$75000.00,$75000.00,WOODLAND REMODELING LLC,"1544 FULHAM ST
Saint Paul, MN
(44.987532, -93.197368)",1
B 15-025390-RPR,Building Permit,Inspected,Accessory Structure,Repair,"FRIDAY, APRIL 10, 2015",$2000.00,$2000.00,ERIC & AMY FYLE,"402 SARATOGA ST S
Saint Paul, MN
(44.929389, -93.164467)",1
B 15-025433-EXP,Building Permit,Inspected,Single Family Dwelling,Express Repair,"FRIDAY, APRIL 10, 2015",,$8650.00,VERDE RESTORATIONS,"1341 IDAHO AVE E
Saint Paul, MN
(44.990207, -93.043954)",1
B 15-025457-REM,Building Permit,Inspected,Single Family Dwelling,Remodel,"FRIDAY, APRIL 10, 2015",$4100.00,$4100.00,GREAT LAKES WINDOW & SIDING CO,"566 GRIGGS ST S
Saint Paul, MN
(44.924492, -93.151711)",1
B 15-025489-RPR,Building Permit,Inspected,Single Family Dwelling,Repair,"FRIDAY, APRIL 10, 2015",$6000.00,$6000.00,Joseph Romanov Laferla,"749 CHEROKEE AVE
Saint Paul, MN
(44.92332, -93.104667)",1
B 15-025525-RPR,Building Permit,Inspected,Single Family Dwelling,Repair,"FRIDAY, APRIL 10, 2015",$4500.00,$4500.00,TERRAFORM CONSTRUCTION SERVICES INC,"816 FAIRVIEW AVE N
Saint Paul, MN
(44.96577, -93.177237)",1
B 15-025543-REM,Building Permit,Inspected,Single Family Dwelling,Remodel,"FRIDAY, APRIL 10, 2015",$6407.00,$6407.00,BILL PETERSON PETERSON CUSTOM REMODELING INC,"2041 UPPER ST DENNIS ROAD
Saint Paul, MN
(44.907743, -93.164364)",1
B 15-025572-RPR,Building Permit,Inspected,Single Family Dwelling,Repair,"FRIDAY, APRIL 10, 2015",$150.00,$500.00,Capital Investment Inc,"1086 KENT ST - Carriage House
Saint Paul, MN
(44.9741, -93.123803)",1
B 15-025639-RPR,Building Permit,Inspected,Single Family Dwelling,Repair,"FRIDAY, APRIL 10, 2015",$1.00,$2000.00,Kor Yang,"1125 LAWSON AVE E
Saint Paul, MN
(44.97212, -93.05295)",1
DM 15-023956-COM,Demolition Permit,Active/Issued,Demolition,Commercial Demo,"FRIDAY, APRIL 10, 2015",$24000.00,,JOLENE BUBERL H & T TRUCKING LLC,"1192 DALE ST N - To be wrecked
Saint Paul, MN
(44.977152, -93.126352)",1
E 15-025359-S&C,Electrical Permit,Active/Issued,Service & Circuits ,Commercial Repair/Alter,"FRIDAY, APRIL 10, 2015",$4000.00,,James Penzenstadler LAKES AREA ELECTRIC INC,"1349 ARCADE ST - JOHNSON SENIOR HIGH SCHOOL
Saint Paul, MN
(44.981573, -93.065991)",1
E 15-025366-S&C,Electrical Permit,Active/Issued,Service & Circuits ,Commercial Repair/Alter,"FRIDAY, APRIL 10, 2015",$4000.00,,James Penzenstadler LAKES AREA ELECTRIC INC,"262 BATES AVE - DAYTON'S BLUFF ELEMENTARY SCH. (K-6)
Saint Paul, MN
",1
E 15-025375-S&C,Electrical Permit,Active/Issued,Service & Circuits ,Residential Repair/Alter,"FRIDAY, APRIL 10, 2015",$300.00,,Spark Electric Co,"2301 BEVERLY ROAD
Saint Paul, MN
(44.9556, -93.195058)",1
E 15-025402-S&C,Electrical Permit,Active/Issued,Service & Circuits ,Residential Repair/Alter,"FRIDAY, APRIL 10, 2015",$300.00,,Spark Electric Co,"1234 PALACE AVE
Saint Paul, MN
(44.928739, -93.1525)",1
E 15-025438-S&C,Electrical Permit,Active/Issued,Service & Circuits ,Commercial Repair/Alter,"FRIDAY, APRIL 10, 2015",$500.00,,ALL PHASE ELECTRICAL SERVICES INC,"225 6TH ST E
Saint Paul, MN
(44.949826, -93.088242)",1
E 15-025454-S&C,Electrical Permit,Active/Issued,Service & Circuits ,Residential Repair/Alter,"FRIDAY, APRIL 10, 2015",$3270.00,,Nou Thao,"755 JESSAMINE AVE E
Saint Paul, MN
(44.974772, -93.068544)",1
E 15-025480-S&C,Electrical Permit,Active/Issued,Service & Circuits ,Commercial Repair/Alter,"FRIDAY, APRIL 10, 2015",$950.00,,Five Star Companies LLC,"450 SYNDICATE ST N - BIGELOW HEAD START
Saint Paul, MN
(44.954541, -93.154264)",1
E 15-025396-S&C,Electrical Permit,Inspected,Service & Circuits ,Residential Repair/Alter,"FRIDAY, APRIL 10, 2015",$8000.00,,ACCREDITED ELECTRICAL SOLUTIONS LLC,"1076 BRADLEY ST
Saint Paul, MN
(44.973579, -93.078601)",1
E 15-025407-S&C,Electrical Permit,Inspected,Service & Circuits ,Residential Repair/Alter,"FRIDAY, APRIL 10, 2015",$15000.00,,mike jones M JONES ELECTRIC LLC,"2184 LOWER ST DENNIS ROAD
Saint Paul, MN
(44.907454, -93.171202)",1
E 15-025419-TBL,Electrical Permit,Inspected,Unit Table Only,Commercial Repair/Alter,"FRIDAY, APRIL 10, 2015",$9500.00,,JOHN MCNAMARA CITY OF ST PAUL TRAFFIC OPERATIONS,"320 LAFAYETTE ROAD - Feed point cabinet
Saint Paul, MN
",1
E 15-025559-S&C,Electrical Permit,Inspected,Service & Circuits ,Residential Repair/Alter,"FRIDAY, APRIL 10, 2015",$2000.00,,Mr Mark Lyons LYONS ELECTRIC CO,"215 MORTON ST E
Saint Paul, MN
(44.925768, -93.076413)",1
E 15-025619-ELC,Electrical Permit,Inspected,Electrical,Residential Repair/Alter,"FRIDAY, APRIL 10, 2015",$350.00,,Fine Line Electric Inc,"1443 HEWITT AVE
Saint Paul, MN
(44.966507, -93.161364)",1
FN 15-025425-FEN,Fence Permit,Active/Issued,Fence Permit,Residential,"FRIDAY, APRIL 10, 2015",$1500.00,,BAILEYWOOD LLC,"1678 HARTFORD AVE
Saint Paul, MN
(44.923377, -93.171223)",1
M 15-023696-GAS,Mechanical Permit,Active/Issued,Gas,Residential Replace,"FRIDAY, APRIL 10, 2015",$2800.00,,DAVID ROBERTS DAVE'S HEATING A/C AND ELECTRIC,"1561 WHEELOCK RIDGE ROAD
Saint Paul, MN
(44.989168, -93.08085)",1
M 15-024718-GAS,Mechanical Permit,Active/Issued,Gas,Residential Replace,"FRIDAY, APRIL 10, 2015",$300.00,,BRIAN NERISON KB SERVICE CO INC,"646 AURORA AVE
Saint Paul, MN
(44.954821, -93.127442)",1
M 15-025146-GAS,Mechanical Permit,Active/Issued,Gas,Residential Replace,"FRIDAY, APRIL 10, 2015",$2000.00,,Mr GEORGE CARLSON TEAM MECHANICAL INC,"633 KENT ST
Saint Paul, MN
(44.960408, -93.123818)",1
M 15-025150-STM,Mechanical Permit,Active/Issued,Steam or Hot Water,Residential Replace,"FRIDAY, APRIL 10, 2015",$4000.00,,Mr GEORGE CARLSON TEAM MECHANICAL INC,"633 KENT ST
Saint Paul, MN
(44.960408, -93.123818)",1
M 15-024779-GAS,Mechanical Permit,Inspected,Gas,Commercial Replace,"FRIDAY, APRIL 10, 2015",$30000.00,,GREGORY RYAN RYAN PLUMBING & HEATING CO,"755 PRIOR AVE N - Silgan Containers Corp
Saint Paul, MN
(44.965364, -93.182324)",1
M 15-025104-GAS,Mechanical Permit,Inspected,Gas,Residential Replace,"FRIDAY, APRIL 10, 2015",$4181.00,,WALTER BONFE BONFES PLBG & HTG INC,"606 ORANGE AVE E
Saint Paul, MN
(44.979246, -93.074948)",1
M 15-025109-STM,Mechanical Permit,Inspected,Steam or Hot Water,Residential Replace,"FRIDAY, APRIL 10, 2015",$4181.00,,WALTER BONFE BONFES PLBG & HTG INC,"606 ORANGE AVE E
Saint Paul, MN
(44.979246, -93.074948)",1
M 15-025164-REF,Mechanical Permit,Inspected,Refrigeration,Commercial New,"FRIDAY, APRIL 10, 2015",$385000.00,,RANDY PETERSON OPTIMUM MECHANICAL SYSTEMS INC,"470 WESTERN AVE N - Western U Plaza
Saint Paul, MN
",1
PG 15-025038-GSF,Plumbing/Gasfitting/Inside Water Piping,Active/Issued,Gasfitting Only,Residential Repair,"FRIDAY, APRIL 10, 2015",$350.00,,STEVEN SWANSON AAIRGATE HEATING & A/C,"1886 MUNSTER AVE
Saint Paul, MN
(44.899834, -93.180195)",1
PG 15-025041-GSF,Plumbing/Gasfitting/Inside Water Piping,Active/Issued,Gasfitting Only,Residential Replace,"FRIDAY, APRIL 10, 2015",$1000.00,,BRIAN NERISON KB SERVICE CO INC,"597 MONTROSE LANE
Saint Paul, MN
(44.923569, -93.193578)",1
PG 15-025045-GSF,Plumbing/Gasfitting/Inside Water Piping,Active/Issued,Gasfitting Only,Commercial New,"FRIDAY, APRIL 10, 2015",$1000.00,,Wenzel Heating and A/C FORCED AIR INC,"1555 SELBY AVE - The Vintage on Selby
Saint Paul, MN
(44.946583, -93.165944)",1
PG 15-025111-GSF,Plumbing/Gasfitting/Inside Water Piping,Active/Issued,Gasfitting Only,Residential Replace,"FRIDAY, APRIL 10, 2015",$600.00,,JAMIE RIPPEL APPLIANCE CONNECTIONS INC,"2008 PRINCETON AVE
Saint Paul, MN
(44.936143, -93.185241)",1
PG 15-025118-GSF,Plumbing/Gasfitting/Inside Water Piping,Active/Issued,Gasfitting Only,Residential Replace,"FRIDAY, APRIL 10, 2015",$800.00,,GLENN ROESKE SUN RAY PLUMBING & HEATING INC.,"1545 TIMBERLAKE ROAD - McDonough Public Housing
Saint Paul, MN
(44.986971, -93.093097)",1
PG 15-025175-GSF,Plumbing/Gasfitting/Inside Water Piping,Active/Issued,Gasfitting Only,Residential Replace,"FRIDAY, APRIL 10, 2015",$2000.00,,MICHAEL TROWBRIDGE TROWBRIDGE PLUMBING LLC,"1337 EDGCUMBE ROAD
Saint Paul, MN
(44.925318, -93.150039)",1
PG 15-024912-PLB,Plumbing/Gasfitting/Inside Water Piping,Inspected,Plumbing/Inside Water (All),Commercial Replace,"FRIDAY, APRIL 10, 2015",$4776.00,,Mr CARY WENZEL WENZEL PLYMOUTH PLUMBING LLC,"550 7TH ST W
Saint Paul, MN
(44.936277, -93.114139)",1
PG 15-024916-PLB,Plumbing/Gasfitting/Inside Water Piping,Inspected,Plumbing/Inside Water (All),Residential Replace,"FRIDAY, APRIL 10, 2015",$6000.00,,FISHER MICHAEL MIKE'S CUSTOM MECHANICAL INC,"942 WESTERN AVE N
Saint Paul, MN
(44.969637, -93.116104)",1
PG 15-025162-PLB,Plumbing/Gasfitting/Inside Water Piping,Inspected,Plumbing/Inside Water (All),Residential Replace,"FRIDAY, APRIL 10, 2015",$7000.00,,RICHARD PETERSON CITIES 1 PLUMBING AND HEATING INC,"573 CHARLES AVE - Vacant Land
Saint Paul, MN
",1
W 15-018662-GSM,"Warm Air, Ventilation & General Sheet ",Active/Issued,General Sheet Metal,Commercial New,"FRIDAY, APRIL 10, 2015",$500.00,,BRIAN VENTSCH B & B PLUMBING LLC,"660 CASE AVE
Saint Paul, MN
(44.970258, -93.072636)",1
W 15-025190-WRM,"Warm Air, Ventilation & General Sheet ",Active/Issued,Warm Air Only,Residential Replace,"FRIDAY, APRIL 10, 2015",$3530.00,,DAVID SMITH ST PAUL PLBG & HTG CO,"620 HAWTHORNE AVE E
Saint Paul, MN
(44.978346, -93.074473)",1
W 15-023699-WAV,"Warm Air, Ventilation & General Sheet ",Inspected,Warm Air & Ventilation,Commercial Repair/Alter,"FRIDAY, APRIL 10, 2015",$36800.00,,MARK THIER LEGEND MECHANICAL,"693 RAYMOND AVE
Saint Paul, MN
(44.962008, -93.197548)",1
W 15-024601-VEN,"Warm Air, Ventilation & General Sheet ",Inspected,Ventilation Only,Residential Repair/Alter,"FRIDAY, APRIL 10, 2015",$1400.00,,DAVID REILAND METRO HEATING AND COOLING LLC,"693 DESOTO ST
Saint Paul, MN
(44.962076, -93.081058)",1
W 15-024753-WAV,"Warm Air, Ventilation & General Sheet ",Inspected,Warm Air & Ventilation,Residential Repair/Alter,"FRIDAY, APRIL 10, 2015",$2500.00,,GREGORY HILLIARD HILLIARD HEATING & COOLING INC,"757 BAYARD AVE
Saint Paul, MN
(44.922299, -93.131932)",1
B 15-007711-REM,Building Permit,Active/Issued,Single Family Dwelling,Remodel,"FRIDAY, APRIL 17, 2015",$10000.00,$10000.00,Michael J Hopkins,"1861 YORKSHIRE AVE
Saint Paul, MN
(44.911553, -93.179289)",1
B 15-013137-ADD,Building Permit,Active/Issued,Commercial,Addition,"FRIDAY, APRIL 17, 2015",$20000.00,$20000.00,BLAKE PERFORMANCE SOLUTIONS,"633 ROBERT ST S - Skyline Condominiums
Saint Paul, MN
(44.926885, -93.080714)",1
B 15-020004-REM,Building Permit,Active/Issued,Commercial,Remodel,"FRIDAY, APRIL 17, 2015",$20000.00,$20000.00,BUELL CONSULTING,"499 SNELLING AVE S
Saint Paul, MN
(44.9264, -93.167023)",1
B 15-025829-RPR,Building Permit,Active/Issued,Commercial,Repair,"FRIDAY, APRIL 17, 2015",$16398.00,$16398.00,LINDUS CONSTRUCTION INC,"51 MARYLAND AVE E
Saint Paul, MN
(44.977411, -93.098278)",1
B 15-027542-REM,Building Permit,Active/Issued,2-Family/Duplex,Remodel,"FRIDAY, APRIL 17, 2015",$1000.00,$1000.00,Forrest S Price,"1157 BURNS AVE
Saint Paul, MN
(44.948716, -93.051837)",1
B 15-027546-EXP,Building Permit,Active/Issued,Single Family Dwelling,Express Repair,"FRIDAY, APRIL 17, 2015",,$6000.00,Mr Gabriel R. Huitzil PYRAMID RESIDENTIAL CONSTRUCTION INC,"1265 FOLSOM ST
Saint Paul, MN
(44.979326, -93.132688)",1
B 15-027597-EXP,Building Permit,Active/Issued,2-Family/Duplex,Express Repair,"FRIDAY, APRIL 17, 2015",,$10000.00,TRUE BLUE BUILDERS INC,"579 FRONT AVE
Saint Paul, MN
(44.970172, -93.124652)",1
B 15-027674-EXP,Building Permit,Active/Issued,Single Family Dwelling,Express Repair,"FRIDAY, APRIL 17, 2015",,$2800.00,THE WINDOW STORE HOME IMPROVEMENTS INC,"1391 ALASKA AVE
Saint Paul, MN
(44.917203, -93.146679)",1
B 15-027749-EXP,Building Permit,Active/Issued,Accessory Structure,Express Repair,"FRIDAY, APRIL 17, 2015",,$7500.00,HULINSKY CONSTRUCTION INC,"1935 WILSON AVE
Saint Paul, MN
(44.95408, -93.017966)",1
B 15-027752-EXP,Building Permit,Active/Issued,Accessory Structure,Express Repair,"FRIDAY, APRIL 17, 2015",,$10000.00,HULINSKY CONSTRUCTION INC,"1871 WILSON AVE
Saint Paul, MN
(44.954095, -93.021154)",1
B 15-027754-EXP,Building Permit,Active/Issued,Residential (Multi-Fam),Express Repair,"FRIDAY, APRIL 17, 2015",,$20000.00,HULINSKY CONSTRUCTION INC,"1885 WILSON AVE
Saint Paul, MN
(44.954094, -93.020587)",1
B 15-027776-EXP,Building Permit,Active/Issued,Single Family Dwelling,Express Repair,"FRIDAY, APRIL 17, 2015",,$7672.00,SCHERER BROS LUMBER CO,"1936 PRINCETON AVE
Saint Paul, MN
(44.936091, -93.182078)",1
B 15-027779-EXP,Building Permit,Active/Issued,Single Family Dwelling,Express Repair,"FRIDAY, APRIL 17, 2015",,$6114.00,SCHERER BROS LUMBER CO,"325 MILL ST - BLDG 2
Saint Paul, MN
(44.93763, -93.102331)",1
B 15-027821-REM,Building Permit,Active/Issued,Single Family Dwelling,Remodel,"FRIDAY, APRIL 17, 2015",$2000.00,$2000.00,Danny Khambata,"1228 MCLEAN AVE
Saint Paul, MN
(44.950423, -93.048886)",1
B 13-142972-NEW,Building Permit,Inspected,Accessory Structure,New,"FRIDAY, APRIL 17, 2015",$2000.00,$2000.00,Richard Smyth,"1415 GALTIER ST
Saint Paul, MN
(44.983796, -93.110961)",1
B 14-330834-NEW,Building Permit,Inspected,Commercial,New,"FRIDAY, APRIL 17, 2015",$5582143.00,$5582143.00,STUEVE CONSTRUCTION CO,"637 BARGE CHANNEL ROAD
Saint Paul, MN
(44.922636, -93.06057)",1
B 15-021215-REM,Building Permit,Inspected,Commercial,Remodel,"FRIDAY, APRIL 17, 2015",$646783.00,$646783.00,GRANT HOUSE / JOHN NOBLE FLANNERY CONSTRUCTION INC,"166 4TH ST E
Saint Paul, MN
(44.947477, -93.088295)",1
B 15-024474-ADD,Building Permit,Inspected,Single Family Dwelling,Addition,"FRIDAY, APRIL 17, 2015",$22000.00,$22000.00,NEW DESIGN PROPERTIES LLC,"2239 FREMONT AVE
Saint Paul, MN
(44.957618, -93.006894)",1
B 15-027225-REM,Building Permit,Inspected,Commercial,Remodel,"FRIDAY, APRIL 17, 2015",$75000.00,$75000.00,TURN-KEY ASSOCIATES,"261 RUTH ST N
Saint Paul, MN
(44.949544, -93.015125)",1
B 15-027577-RPR,Building Permit,Inspected,Residential (Multi-Fam),Repair,"FRIDAY, APRIL 17, 2015",$40000.00,$40000.00,Del Co Limited Partnership,"538 ST PETER ST
Saint Paul, MN
(44.949775, -93.100116)",1
B 15-027581-NEW,Building Permit,Inspected,Accessory Structure,New,"FRIDAY, APRIL 17, 2015",$19900.00,$19900.00,DOUGLAS A LUEBKE REMODELING AND CONSTRUCTION,"924 TUSCARORA AVE
Saint Paul, MN
(44.923306, -93.139364)",1
B 15-027593-EXP,Building Permit,Inspected,Single Family Dwelling,Express Repair,"FRIDAY, APRIL 17, 2015",,$8600.00,FIRST IMPRESSIONS EXTERIORS INC,"1544 ASBURY ST
Saint Paul, MN
(44.987597, -93.165588)",1
B 15-027653-REM,Building Permit,Inspected,Single Family Dwelling,Remodel,"FRIDAY, APRIL 17, 2015",$16200.00,$16200.00,GREAT LAKES WINDOW & SIDING CO,"1301 BAYARD AVE
Saint Paul, MN
(44.922413, -93.155255)",1
B 15-027750-EXP,Building Permit,Inspected,Residential (Multi-Fam),Express Repair,"FRIDAY, APRIL 17, 2015",,$20000.00,HULINSKY CONSTRUCTION INC,"1871 WILSON AVE
Saint Paul, MN
(44.954095, -93.021154)",1
B 15-027865-NEW,Building Permit,Inspected,Accessory Structure,New,"FRIDAY, APRIL 17, 2015",$13000.00,$13000.00,Michael M Andregg,"1976 FIELD AVE
Saint Paul, MN
(44.902444, -93.183531)",1
DM 15-026742-COM,Demolition Permit,Inspected,Demolition,Commercial Demo,"FRIDAY, APRIL 17, 2015",$10000.00,,BRAD AMES / JOHN MOLAMPHY CARL BOLANDER & SONS CO,"602 PRIOR AVE N
Saint Paul, MN
(44.959898, -93.182279)",1
DM 15-026748-COM,Demolition Permit,Inspected,Demolition,Commercial Demo,"FRIDAY, APRIL 17, 2015",$10000.00,,BRAD AMES / JOHN MOLAMPHY CARL BOLANDER & SONS CO,"602 PRIOR AVE N
Saint Paul, MN
(44.959898, -93.182279)",1
DM 15-026750-COM,Demolition Permit,Inspected,Demolition,Commercial Demo,"FRIDAY, APRIL 17, 2015",$10000.00,,BRAD AMES / JOHN MOLAMPHY CARL BOLANDER & SONS CO,"602 PRIOR AVE N
Saint Paul, MN
(44.959898, -93.182279)",1
E 15-027505-ELC,Electrical Permit,Active/Issued,Electrical,Residential Repair/Alter,"FRIDAY, APRIL 17, 2015",$750.00,,Stephen Mowry MOWRY ELECTRIC INC,"809 RIDGE ST
Saint Paul, MN
(44.916866, -93.153025)",1
E 15-027560-S&C,Electrical Permit,Active/Issued,Service & Circuits ,Commercial Repair/Alter,"FRIDAY, APRIL 17, 2015",$5000.00,,Jon Hagen VINCO INC,"1743 IOWA AVE E - IOWA HI-RISE APARTMENTS (PHA)
Saint Paul, MN
(44.989238, -93.026843)",1
E 15-027675-ELC,Electrical Permit,Active/Issued,Electrical,Residential Repair/Alter,"FRIDAY, APRIL 17, 2015",$440.00,,RIDLER HEATING & COOLING INC,"27 BENHILL ROAD
Saint Paul, MN
(44.932437, -93.142154)",1
E 15-027703-S&C,Electrical Permit,Active/Issued,Service & Circuits ,Commercial Repair/Alter,"FRIDAY, APRIL 17, 2015",$4500.00,,CHARLES GOEBEL CITY OF ST PAUL PARKS & REC,"110 HARRIET ISLAND ROAD - Showboat Ticket Building
Saint Paul, MN
",1
E 15-027721-S&C,Electrical Permit,Active/Issued,Service & Circuits ,Commercial Repair/Alter,"FRIDAY, APRIL 17, 2015",$1500.00,,METROPOLITAN TRANSIT COMMISSION,"800 MISSISSIPPI ST
Saint Paul, MN
",1
E 15-027723-S&C,Electrical Permit,Active/Issued,Service & Circuits ,Commercial Repair/Alter,"FRIDAY, APRIL 17, 2015",$1500.00,,METROPOLITAN TRANSIT COMMISSION,"515 CLEVELAND AVE N
Saint Paul, MN
(44.95604, -93.187374)",1
E 15-027726-S&C,Electrical Permit,Active/Issued,Service & Circuits ,Commercial Repair/Alter,"FRIDAY, APRIL 17, 2015",$1500.00,,METROPOLITAN TRANSIT COMMISSION,"340 BROADWAY ST - LRT Maintenance Facility
Saint Paul, MN
(44.949634, -93.084606)",1
E 15-027817-ELC,Electrical Permit,Active/Issued,Electrical,Commercial Repair/Alter,"FRIDAY, APRIL 17, 2015",$5000.00,,SP Electric Inc,"586 FULLER AVE - RUTH BENNER HEAD START
Saint Paul, MN
(44.95394, -93.125469)",1
E 15-027864-ELC,Electrical Permit,Active/Issued,Electrical,Residential Repair/Alter,"FRIDAY, APRIL 17, 2015",$2500.00,,RON ERICKSON ERICKSON PLUMBING HEATING COOLING INC,"655 ORANGE AVE E
Saint Paul, MN
(44.979263, -93.072727)",1
E 15-025383-S&C,Electrical Permit,Inspected,Service & Circuits ,Residential Repair/Alter,"FRIDAY, APRIL 17, 2015",$1000.00,,PRIDE ELECTRIC INC,"710 KENNETH ST
Saint Paul, MN
(44.920156, -93.184673)",1
E 15-027667-S&C,Electrical Permit,Inspected,Service & Circuits ,Residential Repair/Alter,"FRIDAY, APRIL 17, 2015",$500.00,,SCOTT FOLLESE' GOLDEN VALLEY HTG & AIR,"1236 VICTORIA ST N
Saint Paul, MN
(44.978779, -93.135393)",1
E 15-027671-SPV,Electrical Permit,Inspected,Solar PV Systems,Residential Repair/Alter,"FRIDAY, APRIL 17, 2015",$9000.00,,Mr Michael Harvey ABLE ENERGY CORP,"446 HERSCHEL ST
Saint Paul, MN
(44.954669, -93.173368)",1
E 15-027805-S&C,Electrical Permit,Inspected,Service & Circuits ,Residential Repair/Alter,"FRIDAY, APRIL 17, 2015",$3100.00,,John Muehlbauer City Side Electric LLC,"668 MOUNT CURVE BLVD
Saint Paul, MN
(44.921275, -93.194933)",1
E 15-027857-ELC,Electrical Permit,Inspected,Electrical,Commercial Repair/Alter,"FRIDAY, APRIL 17, 2015",$1000.00,,PARSONS ELECTRIC LLC,"1761 UNIVERSITY AVE W - To be wrecked
Saint Paul, MN
(44.955721, -93.17514)",1
FN 15-025840-FEN,Fence Permit,Active/Issued,Fence Permit,Residential,"FRIDAY, APRIL 17, 2015",$5550.00,,KELLER RESIDENTIAL INC,"1682 JEFFERSON AVE
Saint Paul, MN
(44.930628, -93.171426)",1
FN 15-025863-FEN,Fence Permit,Active/Issued,Fence Permit,Residential,"FRIDAY, APRIL 17, 2015",$6800.00,,PREMIER FENCE INC,"724 RIDGE ST
Saint Paul, MN
(44.919546, -93.153004)",1
FN 15-026892-FEN,Fence Permit,Active/Issued,Fence Permit,Residential,"FRIDAY, APRIL 17, 2015",$2200.00,,Brian N Peterson,"584 GOTZIAN ST
Saint Paul, MN
(44.958955, -93.050119)",1
FN 15-027552-FEN,Fence Permit,Active/Issued,Fence Permit,Residential,"FRIDAY, APRIL 17, 2015",$800.00,,JACK THE CARPENTER INC,"1393 HEWITT AVE
Saint Paul, MN
(44.966529, -93.159218)",1
FN 15-027795-FEN,Fence Permit,Active/Issued,Fence Permit,Residential,"FRIDAY, APRIL 17, 2015",$4968.00,,Linda S Hilger Trustee,"1660 MISSISSIPPI RIVER BLVD S
Saint Paul, MN
(44.900128, -93.18893)",1
